Fecha;Niv_rio.Bhahia;Niv_rio.Asu;Niv_rio.Pilar;Precipitacion;Temp_Aire_med;Temp_Aire_max;Temp_Aire_min;Temp_Rocio_med;Humedad_med;Presion_Atm_med;Insolacion;Evaporacion;semana
1/1/2017;1,84;3,07;5,64;0;30;36;24;23,9;NA;NA;10,6;7,4;1
2/1/2017;1,85;2,8;5,34;0;33,8;37;25,6;21,5;57;997;7;7,5;1
3/1/2017;1,85;2,6;5,19;0;31,7;35,6;25,2;22,6;55;994;11,1;8,1;1
4/1/2017;1,85;2,6;5,19;0;33,3;35,8;26;22,2;54;994;11,2;8,4;1
5/1/2017;1,88;2,28;4,7;0,2;29,8;32;27,6;23,5;74;996;4,8;4;1
6/1/2017;1,9;2,18;4,8;0;27,6;31,2;24,2;23,3;79;999;1,6;2,9;1
7/1/2017;1,9;2,1;4,7;0,1;30,7;37;24,9;NA;66;998;7,8;6,1;1
8/1/2017;1,91;2;4,5;0;30,6;36;25,2;22,1;NA;NA;12;6,5;2
9/1/2017;1,91;1,98;4,38;0;33,9;38,2;28;23,7;51;993;9,6;6,3;2
10/1/2017;1,92;1,88;4,13;0;30,5;34;28,8;NA;67;995;7;6,4;2
11/1/2017;1,93;1,86;4;4,3;29,1;33,5;24,6;23,2;NA;NA;4,5;3;2
12/1/2017;1,94;1,86;3,9;0;32,2;35,4;25;23,7;60;996;9,8;7,5;2
13/1/2017;1,94;1,81;3,75;0;31,8;37;25,6;23;64;995;8,5;5,9;2
14/1/2017;1,95;1,8;3,55;0;31;35,1;25,4;20,7;64;996;5,1;5,3;2
15/1/2017;1,96;1,8;3,55;12,3;34,7;38,1;24;23;47;998;9,9;2,3;3
16/1/2017;1,97;1,78;3,55;7,6;27,9;32;23,5;20,3;76;996;6,1;1,4;3
17/1/2017;1,98;1,78;3,5;0;28,4;32;22,2;22,3;63;996;11,8;6,2;3
18/1/2017;2;1,74;3,5;0;31,1;34;23;21;60;996;11,6;7;3
19/1/2017;2;1,72;3,48;0;31,8;35,5;24;21,9;54;997;11,5;7,4;3
20/1/2017;2,01;1,72;3,47;0;31,8;35,5;26;19,8;56;999;11,6;7;3
21/1/2017;2,03;1,68;3,44;0;31,3;36;24;21,4;52;998;10,1;6,5;3
22/1/2017;2,03;1,6;3,42;5,1;29,9;36;22,6;21,9;65;995;8,3;5,3;4
23/1/2017;2,05;1,58;3,4;0;25,8;33,4;22;22,4;79;996;5,4;4,5;4
24/1/2017;2,05;1,5;3,41;61,6;27,9;33;23,4;22,5;73;998;5,7;NA;4
25/1/2017;2,06;1,52;3,35;0;28,8;34;22,1;14,2;71;998;10,5;6,8;4
26/1/2017;2,08;1,5;3,28;0;23,7;28,4;22,2;14,7;56;1003;8,6;4,2;4
27/1/2017;2,08;1,47;3,17;0;24;28,5;15,2;16,2;57;1004;11,4;5,7;4
28/1/2017;2,09;1,47;3,06;0;27,1;31;17,2;19,4;53;1002;11,2;5;4
29/1/2017;2,09;1,38;2,9;0;30,7;34,5;20,6;20,4;51;999;10,8;6,9;5
30/1/2017;2,08;1,32;2,84;2,3;28,6;34,5;23;20;63;998;8,4;5,5;5
31/1/2017;2,08;1,32;2,77;0;26,3;30;20,3;21,2;69;997;9,2;5,8;5
1/2/2017;2,09;1,36;2,66;44,8;29,7;33,5;22,3;22,4;66;995;6,9;44,8;5
2/2/2017;2,09;1,4;2,65;0;26,9;32;21,8;22,4;77;995;NA;0;5
3/2/2017;2,14;1,42;2,67;0;26,6;34;23,4;23,9;94;997;10;0;5
4/2/2017;2,16;1,44;2,68;0;30,4;35,5;24,8;21,4;61;996;11,3;0;5
5/2/2017;2,19;1,46;2,7;46,3;24,4;27,5;21;21,3;84;997;4;46,3;6
6/2/2017;2,2;1,64;2,76;0;25,3;29,5;20,6;16,2;58;999;11,2;0;6
7/2/2017;2,24;1,7;2,78;0;26,3;31,5;18,6;14,9;50;997;11,5;0;6
8/2/2017;2,26;1,76;2,83;3,8;28,7;35,1;20,8;21,2;64;997;9,2;3,8;6
9/2/2017;2,28;1,8;2,86;38,5;29,8;34;25,6;21;76;994;4;38,5;6
10/2/2017;2,31;1,87;2,9;35,7;21,9;22;21,8;21,3;95;995;NA;35,7;6
11/2/2017;2,3;2,1;2,98;1,5;24,6;27,5;21,6;22,9;90;994;NA;1,5;6
12/2/2017;2,3;2,16;3,16;0;26,6;30;21,8;19,8;67;994;9,2;0;7
13/2/2017;2,3;2,2;3,26;0;25,7;30,5;20,9;19,7;71;995;10,8;0;7
14/2/2017;2,3;2,2;3,33;0;27,2;32;20,8;20,3;67;998;10,7;0;7
15/2/2017;2,32;2,19;3,41;0,6;28,9;33;23,2;24,4;77;1001;6,2;0,6;7
16/2/2017;2,34;2,2;3,46;0;30,6;34;24,3;22,6;64;998;11;0;7
17/2/2017;2,36;2,19;3,49;0;30,2;35;24,4;21,6;62;995;11,3;0;7
18/2/2017;2,36;2,15;3,58;0;31,7;35;25;22,3;59;996;11,2;0;7
19/2/2017;2,32;2,15;3,67;0;29,6;34,5;25,3;23,7;71;999;5,7;0;8
20/2/2017;2,3;2,14;3,75;0;31,9;35,5;25,6;22,6;59;1002;11;0;8
21/2/2017;2,29;2,02;3,81;0;32,4;37,2;25;22,5;57;1000;NA;0;8
22/2/2017;2,27;2;3,79;19,7;33,1;36,8;25,4;22;53;998;NA;19,7;8
23/2/2017;2,27;1,99;3,79;9,1;29,7;33,8;23;23;68;998;NA;9,1;8
24/2/2017;2,26;1,98;3,78;0;28,8;33;22,3;22,2;70;998;NA;0;8
25/2/2017;2,26;1,96;3,75;0,5;28;33,5;22,5;0;NA;NA;NA;NA;8
26/2/2017;2,29;1,95;3,72;5,6;28;33;23;0;NA;NA;NA;14;9
27/2/2017;2,29;1,82;3,72;15,9;29,3;34,6;23,9;NA;NA;NA;NA;9,5;9
28/2/2017;2,29;1,75;3,74;0,6;26,7;29;24,8;23;81;995;NA;NA;9
1/3/2017;2,3;1,8;3,71;0;29,6;33,5;24,1;23;69;992;NA;0;9
2/3/2017;2,3;1,8;3,65;0;30,5;34,5;23,6;23,4;68;993;NA;0;9
3/3/2017;2,32;1,8;3,62;49,2;31,9;35;26,2;23,7;63;994;NA;49,2;9
4/3/2017;2,34;1,93;3,6;1,6;26,3;29,5;23,2;24,7;91;993;NA;1,6;9
5/3/2017;2,32;1,85;3,58;0;27,3;30,5;24,6;23,3;79;994;NA;0;10
6/3/2017;2,36;1,82;3,59;0;29,4;33,9;23,2;23,8;72;997;NA;0;10
7/3/2017;2,38;1,8;3,64;0;30,6;35,1;25;24,3;70;998;9;0;10
8/3/2017;2,4;1,78;3,69;0;31,7;35,1;25,6;24,3;66;994;10,5;0;10
9/3/2017;2,43;1,8;3,75;0;31,6;36,2;27,9;22,4;59;991;NA;0;10
10/3/2017;2,45;1,75;3,74;6,2;27,7;32,5;27,6;22,8;75;997;2,9;6,2;10
11/3/2017;2,45;1,77;3,76;0;29,8;35;24,2;24,3;73;995;7;0;10
12/3/2017;2,5;1,78;3,8;6,5;28,1;30;26,2;21,3;79;1000;2,2;6,5;11
13/3/2017;2,5;1,8;3,78;0;20,7;27;17;13,3;63;1002;10,2;0;11
14/3/2017;2,45;1,8;3,78;0;24,7;31;14,2;15,8;59;999;10;0;11
15/3/2017;2,45;1,78;3,76;14,6;30,3;36,1;21,5;22,7;65;995;9,8;14,6;11
16/3/2017;2,45;1,75;3,74;1,1;25,3;29;21,6;18,4;86;1001;0;1,1;11
17/3/2017;2,47;1,74;3,68;0;21,4;26;18;14,6;67;1005;7,7;0;11
18/3/2017;NA;NA;NA;0;21,8;27;14,2;14,2;64;1004;10,2;0;11
19/3/2017;2,5;1,7;3,66;0;24,7;30,5;16,8;19,3;73;1002;NA;0;12
20/3/2017;2,5;1,7;3,66;0;23;26,5;19,5;20,2;68;1003;10;0;12
21/3/2017;2,52;1,69;3,67;0;27,8;32,5;20,2;19,2;61;1004;10,2;0;12
22/3/2017;2,52;1,67;3,68;0;25,7;30;21,2;20;72;1003;2,2;0;12
23/3/2017;2,51;1,64;3,68;21,3;27,1;32;23,7;20,9;71;1001;4,5;21,3;12
24/3/2017;2,52;1,62;3,69;0;28,2;32,5;22,1;22,3;71;998;7,9;0;12
25/3/2017;2,52;1,65;3,7;14,1;27,6;32,3;23;22,9;77;998;3,2;14,1;12
26/3/2017;2,54;1,66;3,7;1,5;22,9;26;22,2;21,5;92;997;0;1,5;13
27/3/2017;2,54;1,66;3,72;0;26,7;31;20;21,2;73;1000;9,5;0;13
28/3/2017;2,55;1,66;3,72;0;27,8;32;21,5;21,4;69;1002;9;0;13
29/3/2017;2,57;1,69;3,75;0;27,7;31,5;20,7;20,6;66;1000;10,2;0;13
30/3/2017;2,58;1,69;3,75;0;27,5;31,5;20,8;19,3;62;999;9,6;0;13
31/3/2017;2,6;1,7;3,75;0;26,9;31;20,8;19,1;64;1001;6,2;0;13
1/4/2017;2,6;1,72;3,76;0;27,1;30;20,4;17,4;56;1004;10;7,6;13
2/4/2017;2,62;1,72;3,77;0;24,8;30,1;18;17,2;65;998;NA;5,8;14
3/4/2017;2,63;1,75;3,74;5,1;22,8;25,5;21,4;19,5;82;998;0;0,6;14
4/4/2017;2,63;1,79;3,71;3,5;26,4;32,5;22,6;22,5;80;994;6,2;3,4;14
5/4/2017;2,64;1,8;3,7;22,6;23,7;27,5;23,4;22,5;93;995;0,2;0;14
6/4/2017;2,64;1,83;3,72;0;25,5;29;19,2;19,3;70;1000;9,7;3,6;14
7/4/2017;NA;NA;NA;0,6;26,8;32;18,8;21,9;75;995;8,8;7,3;14
8/4/2017;2,64;1,9;3,72;0;29,3;34;25,2;23,4;72;994;6,5;NA;14
9/4/2017;2,67;1,92;3,83;25,5;25,4;33,5;21,8;23,2;88;995;4,2;NA;15
10/4/2017;2,68;1,99;4,3;0;20,5;23,5;19,1;17,7;85;994;0;0,8;15
11/4/2017;2,7;1,91;4,5;0;21,1;25,5;18,1;16,4;75;1005;4,2;3,7;15
12/4/2017;2,72;1,99;4,59;0;21,9;27;16,4;15,3;68;1007;9,5;4,2;15
13/4/2017;2,73;1,98;4,65;0;21;27,5;14,4;NA;NA;NA;9,6;2,5;15
14/4/2017;2,74;1,92;4,67;0;23,5;29,5;17,5;NA;NA;NA;NA;5;15
15/4/2017;NA;NA;NA;37,5;28,9;33,5;22,4;23,9;76;999;NA;NA;15
16/4/2017;NA;NA;NA;0;23,3;26,5;18,9;21,1;88;1002;0,8;0,2;16
17/4/2017;NA;NA;NA;0;22,3;24,8;20,6;19,9;87;1001;0,2;1,7;16
18/4/2017;2,78;2,12;4,66;2,2;24,7;27,8;20;20,6;79;1000;1,6;1,7;16
19/4/2017;2,81;2,12;4,66;41,6;23,8;25,5;22,1;21,3;96;996;0;NA;16
20/4/2017;2,84;2,28;4,86;6,2;19;23,5;17,8;17,8;93;997;0,2;0,2;16
21/4/2017;2,84;2,42;5,02;1,2;19,7;23;17,7;18,1;91;1000;0,6;3,7;16
22/4/2017;2,82;2,55;5,08;0;20,9;26,5;15,2;16,4;78;1004;9,2;3;16
23/4/2017;2,81;2,68;5,18;0;22,4;27,5;16,8;17,7;76;1002;6,2;2,3;17
24/4/2017;2,81;2,7;5,21;0;25,7;30,5;18,5;20;72;999;5,5;3,3;17
25/4/2017;2,84;2,8;5,3;11,5;25,6;30,1;23,1;22,1;82;989;7;4,5;17
26/4/2017;2,85;2,9;5,52;0;18,5;22;14,9;10,3;71;1003;9,3;3,7;17
27/4/2017;2,85;3;5,64;0;17;22,5;9,2;8;57;1009;10,2;2,6;17
28/4/2017;2,85;3,05;5,76;0;18,2;24,5;8,1;9,1;58;1008;9,4;6,5;17
29/4/2017;2,86;3,1;5,9;0;19,5;26,5;8,4;10,9;62;1008;9,2;5;17
30/4/2017;NA;NA;NA;0;19,5;24;13;14,8;75;1007;3,3;1,5;18
1/5/2017;2,87;3,12;6,05;0;19,5;26,5;17,1;17,7;90;1006;6,3;0,3;18
2/5/2017;2,89;3,12;6,1;0;24,8;28,3;17,9;18,2;69;1001;7,5;2,9;18
3/5/2017;2,89;3,2;6,18;68,4;25,3;28;20,6;18,4;90;1001;NA;NA;18
4/5/2017;2,89;3,4;6,36;0,1;18,9;21,5;17,4;17,7;93;1001;NA;1,1;18
5/5/2017;2,9;3,42;6,37;0;20,5;26,5;15;17,1;84;1002;3,8;7;18
6/5/2017;2,9;3,45;6,4;0;24,1;29;15,4;20,4;81;999;9,5;6;18
7/5/2017;2,98;3,55;6,39;0;26,1;30,2;21,4;19,6;68;998;8,5;3,5;19
8/5/2017;2,99;3,58;6,39;15,1;23,8;29,5;22,1;19,2;76;997;6,3;2,4;19
9/5/2017;3,01;3,7;6,35;0;22,1;26,5;19,1;18,3;79;1002;4,2;1,2;19
10/5/2017;3,02;3,75;6,34;0;22,7;27,5;17,8;18,1;76;1003;7,3;1,1;19
11/5/2017;3,02;3,9;6,36;0;23,9;27;19;20,7;83;1000;0,8;0,6;19
12/5/2017;3,05;4;6,44;0;26,5;30,1;22,2;20,8;72;996;8,2;5;19
13/5/2017;3,04;4;6,44;42,1;24,5;25,5;23,5;NA;NA;NA;NA;NA;19
14/5/2017;3,04;4,15;6,45;0;18,9;21,9;15,9;16,1;84;1001;0,8;1,9;20
15/5/2017;3,1;4,24;6,5;0;19,8;22,5;17,1;0;0;NA;6;2;20
16/5/2017;3,1;4,29;6,59;0;19,7;24;13,8;14,7;74;1002;8;2,5;20
17/5/2017;3,17;4,3;6,65;10,4;21,9;24,8;17,2;19,1;84;998;1,7;0,8;20
18/5/2017;3,2;4,4;6,65;8,7;24,4;29;20;22,4;89;991;1,3;1,8;20
19/5/2017;3,25;4,44;6,67;0;22,5;24;20,9;16,8;90;995;0,6;5;20
20/5/2017;3,31;4,48;6,7;0;18,4;23,5;13,8;13,3;73;1000;8,5;4;20
21/5/2017;3,31;4,5;6,7;0;18,3;24,5;12,4;13,3;75;1003;8,9;2,1;21
22/5/2017;3,31;4,52;6,71;2;19,6;24;9,9;16;80;1002;6;0,5;21
23/5/2017;3,42;4,55;6,8;7,5;23,3;26,5;15,6;21,7;91;998;0,7;1,6;21
24/5/2017;3,52;4,6;6,89;0;27,2;30,5;21;23;78;998;4,2;3;21
25/5/2017;3,55;4,62;6,95;0;26,9;30,5;25,4;23,5;82;997;2;1,1;21
26/5/2017;3,7;4,6;7;1;27,5;30,4;24,6;20,6;86;1001;4,2;3,1;21
27/5/2017;3,73;4,63;7,03;0,8;18,6;19,9;17,2;16,2;96;1006;0;2,8;21
28/5/2017;3,75;4,65;7,06;1,5;15,8;17,5;14,8;14,2;90;1007;0,8;0,1;22
29/5/2017;3,77;4,7;7,12;3,1;16,2;17,1;15;15,3;95;1007;0;0,3;22
30/5/2017;3,78;4,72;7,14;5,2;16,6;17;16,1;15,8;98;1005;0;0,4;22
31/5/2017;3,8;4,73;7,17;2;14,5;17;14,2;13,4;93;1004;0;1,2;22
1/6/2017;3,82;4,75;7,22;0;13;14;11,6;11,3;89;1005;0;0,7;22
2/6/2017;3,86;4,78;7,22;0;14,1;15;12,1;12;87;1007;0;1,1;22
3/6/2017;3,92;4,8;7,25;0,4;18,4;22,5;11,4;14,7;80;999;2,7;1,1;22
4/6/2017;3,95;4,81;7,24;1,8;21,6;24,9;15,6;20,1;91;997;0;0,3;23
5/6/2017;3,95;4,83;7,26;1,4;20,2;22;18,4;17,3;96;1000;0;0,5;23
6/6/2017;3,97;4,86;7,26;1;17;19,5;15,8;16,3;95;1003;0;0,1;23
7/6/2017;3,99;4,88;7,29;48;17,6;20,5;16;17,1;97;995;0;NA;23
8/6/2017;4,02;4,9;7,35;2,5;16,6;18,5;14,6;13,6;92;1001;0,7;1,1;23
9/6/2017;4,04;5;7,4;0;10,7;17,5;8,1;6;73;1008;7,7;1,7;23
10/6/2017;4,04;5;7,4;0;12,7;20,5;4,9;8;78;1006;8,5;1,4;23
11/6/2017;4,07;5,05;7,41;0;14,6;23;6,4;10,2;79;1002;8,5;1,8;24
12/6/2017;4,07;5;7,42;0;16,3;24,5;8;11,1;76;1002;8,7;1,3;24
13/6/2017;4,12;5,02;7,46;0;20;24,5;10,6;17;84;1003;4,9;0,8;24
14/6/2017;4,13;5;7,45;0;19,6;21,5;15,9;18,1;92;1005;0;0,8;24
15/6/2017;4,14;5;7,45;0;23,2;27;18;18,3;74;1002;5,5;3,1;24
16/6/2017;4,16;5;7,45;0;25,2;29;19,4;16,8;60;997;8,7;5,5;24
17/6/2017;4,18;5;7,43;0;24,4;31;21,4;18,6;70;995;8,5;5,3;24
18/6/2017;4,2;4,95;7,46;0,5;22;25;19;10,9;68;1002;0;4,1;25
19/6/2017;4,2;4,98;7,4;0;12,5;15;10;4,6;67;1011;6,7;2,1;25
20/6/2017;4,22;4,98;7,4;0;11,8;18,5;5,1;6,8;75;1009;8,7;1,4;25
21/6/2017;4,24;4,95;7,39;0;17,5;23;6,8;14,7;85;1006;5,4;2,6;25
22/6/2017;4,25;4,93;7,35;0;23,4;28;12,6;15,9;64;1000;8,5;4,3;25
23/6/2017;4,27;4,9;7,32;0;24,4;29,5;20;14,7;56;1001;8,5;5,7;25
24/6/2017;4,27;4,88;7,29;0;25,1;28,5;20,4;16,2;58;1004;7,5;4;25
25/6/2017;4,28;4,85;7,23;0;23,4;28,5;18,3;14,5;59;1003;8,5;4,1;26
26/6/2017;4,29;4,8;7,18;0;24;28,2;19,3;12,8;50;1002;8,4;5;26
27/6/2017;4,31;4,77;7,12;0;24,2;29,5;18,3;14,6;57;1002;8,5;4,5;26
28/6/2017;4,33;4,75;7,08;0;23,5;29,4;19,4;17;69;1005;7,7;3,3;26
29/6/2017;4,35;4,7;7,04;0;22,7;28,7;16;17;73;1003;8;3,1;26
30/6/2017;4,36;4,68;6,98;0;18,9;19,7;18;16,1;88;1009;0;1,2;26
1/7/2017;4,36;4,65;6,94;0;16,2;18,4;15,1;13,6;85;1012;0;1,3;26
2/7/2017;4,36;4,63;6,88;0;16,9;21,8;11,2;13,2;80;1012;0;0,6;27
3/7/2017;4,36;4,61;6,81;0;18;21,6;13,5;11,7;67;1008;0,5;1,1;27
4/7/2017;4,35;4,46;6,76;0;19,7;24,5;14,8;10,6;56;1006;8,5;4,4;27
5/7/2017;4,38;4,4;6,74;0;21,2;24,9;16,9;11,7;55;1007;5,4;4,5;27
6/7/2017;4,36;4,38;6,69;0;22,3;27,5;18,2;12,5;55;1006;7,3;3,6;27
7/7/2017;4,35;4,3;6,65;0;22,7;28,6;19,2;13,6;59;1006;5,7;3,9;27
8/7/2017;4,35;4,26;6,55;0,2;22,3;28,2;15,6;14,6;63;1006;8,2;1,3;27
9/7/2017;4,34;4,2;6,45;0,8;21,3;25,6;15,6;16,4;75;1005;4,4;2,2;28
10/7/2017;4,34;4,17;6,41;0;23,4;29,5;17,4;16,7;68;1007;7,3;3;28
11/7/2017;4,38;4,12;6,32;0;23,7;30,5;18,2;17,2;69;1006;8,7;2,8;28
12/7/2017;4,4;4,08;6,25;0;23,4;30;15,5;14,7;61;1006;8,7;3,9;28
13/7/2017;4,41;4;6,18;0;22,6;29,5;18,4;13,5;56;1005;8,7;6,5;28
14/7/2017;4,43;4;6,1;0;25,9;31,3;16,4;14,9;51;1000;8,8;6,9;28
15/7/2017;4,44;3,9;6,05;0;26,5;31,5;22,2;12,5;42;994;7,7;10,3;28
16/7/2017;4,46;3,85;5,95;1,3;20,8;26;15,6;8,7;86;1005;0;9,2;29
17/7/2017;4,46;3,8;5,85;0;9,7;15;7,4;0,2;54;1019;4,9;1,5;29
18/7/2017;4,46;3,74;5,68;0;10,4;17;0,4;-2,7;42;1017;8,5;0,4;29
19/7/2017;4,47;3,69;5,58;0;13;19;0;2;50;1013;8,6;3,3;29
20/7/2017;4,47;3,73;5,5;0;17,5;23;2,8;5,3;46;1007;8,8;1,9;29
21/7/2017;4,48;3,69;5,41;0;17;24,5;5,2;7,4;59;1007;8,7;5;29
22/7/2017;4,48;3,65;5,31;0;23,5;29;7,6;11,6;49;1002;8,7;4,2;29
23/7/2017;4,49;3,6;5,2;0;25,9;32;15,2;10,4;38;998;8,8;9;30
24/7/2017;4,47;3,56;5,12;0;28,4;33,2;20,4;11,4;36;1002;8,8;5,5;30
25/7/2017;4,47;3,52;5,04;0;26,2;32,5;19,1;10,8;40;1005;7,9;5,2;30
26/7/2017;4,47;3,49;4,94;0;24;32;15,8;10,7;47;1006;7,9;4,8;30
27/7/2017;4,47;3,46;4,87;0;24;30,6;14,5;11,8;50;1005;NA;4,9;30
28/7/2017;4,47;3,4;4,84;0;23,5;30,5;17,3;10,3;46;1004;8,8;6;30
29/7/2017;4,47;3,35;4,73;0;24,2;31,2;18;11,7;48;1006;9;5,9;30
30/7/2017;4,47;3,35;4,67;0;25,1;31,9;20;14;53;1006;9;9;31
31/7/2017;4,46;3,35;4,58;0;24,5;30,5;20,2;15,1;58;1004;8,2;3;31
1/8/2017;4,46;3,34;4,48;0;25,8;30,5;19,2;11,4;42;999;4,2;4,3;31
2/8/2017;4,46;3,3;4,4;1,7;21;25;17;13,9;90;1003;0;0,1;31
3/8/2017;4,46;3,28;4,35;0;16,3;19;14;12,6;79;1007;3,2;1,5;31
4/8/2017;4,45;3,28;4,29;0;18,6;24,5;9,8;10,1;60;1009;9;2,5;31
5/8/2017;4,45;3,26;4,25;0;20,2;27;10,2;11,7;60;1004;9,2;3,6;31
6/8/2017;4,46;3,2;4,2;0;22,4;27;16,2;12,9;56;1002;9;4,3;32
7/8/2017;4,45;3,2;4,16;0;23,1;28,5;19,4;13,2;55;997;3,3;3,4;32
8/8/2017;4,45;3,19;4,11;0;27,9;33,5;17,2;15,4;47;998;8,8;4,9;32
9/8/2017;4,44;3,18;4,06;0;24,4;30,5;17,3;12;48;998;9;4,8;32
10/8/2017;4,44;3,18;3,99;0;28,9;36,2;20,4;16,9;51;993;7;7;32
11/8/2017;4,43;3,15;3,96;0;31,9;37;24,1;13,6;34;989;8;9;32
12/8/2017;NA;NA;NA;35,6;29,9;31,2;28,6;17,5;71;991;0,2;NA;32
13/8/2017;4,41;3,09;3,85;0;16,8;19;14,5;12,9;87;1001;2;NA;33
14/8/2017;4,41;3,23;3,82;0;18,1;22,6;9;10,6;64;1003;7,4;2;33
15/8/2017;4,4;3,26;3,8;0;18,9;26;14,2;14,5;76;1002;9,4;3;33
16/8/2017;4,42;3,25;3,76;0;22,4;27;17,9;14,1;62;1004;7;4,4;33
17/8/2017;4,42;3,23;3,85;0;23,4;28;13,3;13,5;55;1003;7,5;3,2;33
18/8/2017;4,43;3,24;3,85;0;22,2;25,8;17,6;18;77;997;5,3;1,1;33
19/8/2017;4,44;3,24;3,84;0,3;24,8;29;20,4;20,8;79;992;4,5;4;33
20/8/2017;4,45;3,26;3,83;0;16,5;25;13,6;3,2;44;1010;7,8;6;34
21/8/2017;4,4;3,26;3,87;0;16,2;21,6;8,1;2,3;40;1012;9,5;1,5;34
22/8/2017;4,4;3,24;3,88;0;20,1;25,5;8,4;10,6;56;1002;9,6;8;34
23/8/2017;4,39;3,2;3,87;0;27,3;32,5;16,2;16,3;52;996;9,2;7,5;34
24/8/2017;4,38;3,18;3,86;0;30,1;35,5;24;16,5;44;996;9,5;9;34
25/8/2017;4,38;3,2;3,89;0;29,5;35;24,7;13,6;39;997;8,5;9;34
26/8/2017;4,4;3,2;3,92;0;25,6;34,5;24,2;18;65;995;6,6;6;34
27/8/2017;4,4;3,22;3,95;1,3;26,5;32,5;21,8;17,9;61;996;6;3,6;35
28/8/2017;4,37;3,21;3,97;0;27,5;36;20,5;17,3;54;994;9,7;5,2;35
29/8/2017;4,32;3,21;3,96;0;30,6;36,8;21,6;15,2;42;996;9,5;8;35
30/8/2017;4,29;3,21;3,96;0;22,8;27,5;18;9,8;61;1006;7;5;35
31/8/2017;4,27;3,2;3,96;0;18,8;27;10,6;NA;NA;NA;9;3;35
