Fecha;Niv_rio.Bhahia;Niv_rio.Asu;Niv_rio.Pilar;Precipitacion;Temp_Aire_med;Temp_Aire_max;Temp_Aire_min;Temp_Rocio_med;Humedad_med;Presion_Atm_med;Insolacion;Evaporacion;semana
1/5/2018;4,82;4,7;6;0;29,7;35,5;20;19,5;56;1001;9,1;6,4;18
2/5/2018;4,81;4,7;5,98;0;29,4;35,5;20;18,3;53;1000;7,7;5,6;18
3/5/2018;4,81;4,64;5,95;0;29;35;20,1;18,2;55;999;8,7;5;18
4/5/2018;4,81;4,59;5,9;35;29,3;35;19,6;17,5;51;999;9;0;18
5/5/2018;4,8;4,59;5,88;2,8;22,1;27;20,2;19,6;86;1003;2,1;0,5;18
6/5/2018;4,8;4,52;5,88;0;24,6;28,9;20,8;20,7;80;1005;5,6;3,8;18
7/5/2018;4,83;4,49;5,82;0;26,3;32;22;20,1;70;1003;5,7;4;19
8/5/2018;4,83;4,46;5,76;0;26,6;30,5;22,1;19,1;64;1001;5;3,3;19
9/5/2018;4,85;4,38;5,76;0;27;31,8;23;19,7;66;1000;6;4,3;19
10/5/2018;4,85;NA;NA;31,2;28,4;32,3;23;18,5;56;997;7,7;0;19
11/5/2018;4,86;4,36;5,69;0;17,4;23,2;17;16;92;1004;7,2;2,3;19
12/5/2018;4,87;4,34;5,62;0;20,8;25,5;13,4;16,3;76;1005;8,9;3,5;19
13/5/2018;4,88;4,32;5,54;0;21,1;26;13;14,6;69;1002;8,9;NA;19
14/5/2018;4,89;4,3;5,51;0;24,1;29,8;13,6;17,6;69;997;8,3;3,5;20
15/5/2018;4,89;4,28;5,49;6;20,1;27,5;18,2;17,9;87;1000;1,7;2,5;20
16/5/2018;4,89;4,26;5,62;0;21,8;27,5;18,4;18,6;83;1003;3;1,7;20
17/5/2018;4,91;4,24;5,59;0;22,1;28,3;16,4;18,4;80;999;7,4;2,3;20
18/5/2018;4,92;4,22;5,56;60;20,8;25,5;18,9;18,9;90;997;0,2;0;20
19/5/2018;4,92;4,21;5,61;0;15,6;19,5;13,8;12,8;83;1008;8,2;1,3;20
20/5/2018;4,94;4,3;5,6;0;15,6;21;10;12,6;83;1006;8,7;3,4;20
21/5/2018;4,94;4,32;5,59;0;17,2;23;9;10,3;66;1005;8,3;1,9;21
22/5/2018;5,01;4,38;5,56;0;17,2;21,5;9,7;10,3;66;1008;8,7;2,5;21
23/5/2018;5,01;4,4;5,56;0;16,8;21,5;9,6;8,4;60;1009;8,7;2,4;21
24/5/2018;5,01;4,4;5,56;0;16,9;23;9,2;9,4;66;1009;8,4;2;21
25/5/2018;5,01;4,34;5,52;0;17,2;27,5;10,6;14,4;84;1007;8,7;2;21
26/5/2018;5,02;4,39;5,5;0;23,1;29,2;14,2;16,3;68;1003;8,5;1,9;21
27/5/2018;5,02;4,36;5,48;0;25,4;30,6;18,6;17;62;1004;8,5;3,7;21
28/5/2018;5,04;4,37;5,44;0;24,4;30;17,6;13,8;53;1003;8,3;4,7;22
29/5/2018;5,04;4,37;5,41;0;25,5;29,6;18,1;12,6;46;1002;8,3;4,7;22
30/5/2018;5,05;4,37;5,37;6,7;24,7;30;19;16,3;61;1000;5,9;3,2;22
31/5/2018;5,05;4,38;5,35;23,7;19,7;23,5;20;18,7;94;998;0;NA;22
1/6/2018;5,11;4,42;5,42;1,2;13,6;18,5;14;12,9;95;1003;0;0,1;22
2/6/2018;5,11;4,44;5,45;0;11,9;13,5;12;9,5;85;1010;0;0,8;22
3/6/2018;5,14;4,45;5,44;0;12,3;16;8;7,1;72;1014;3,2;2,4;22
4/6/2018;5,16;4,48;5,41;0;12,6;13,5;11,9;10,4;87;1011;0;0,8;23
5/6/2018;5,16;4,46;5,4;0;12,5;16,5;12;9,2;82;1008;1,2;1,6;23
6/6/2018;5,16;4,47;5,39;0;13,5;16,5;8,1;9,5;78;1003;0;1,2;23
7/6/2018;5,16;4,48;5,37;0;13,5;18,5;12;8;72;1009;5,7;2,6;23
8/6/2018;5,16;4,47;5,34;0;14,7;20,5;5,4;8,5;70;1005;8,5;2;23
9/6/2018;NA;NA;NA;0;22,4;25,5;10,8;15,6;66;996;7;2,3;23
10/6/2018;5,19;4,5;5,32;0;27,3;30,5;16;20,3;67;990;6,2;3,1;23
11/6/2018;5,19;4,5;5,32;0;25,5;28;23;NA;NA;NA;0,6;3,1;24
12/6/2018;5,19;4,5;5,34;0;17,3;20;NA;12,7;75;1003;1,4;2,2;24
13/6/2018;5,21;4,51;5,3;0;11,4;15,5;8;5,6;70;1013;8,4;4,1;24
14/6/2018;5,21;4,52;5,29;0;11;13,5;6;6,1;72;1014;0;1,5;24
15/6/2018;5,21;4,52;5,27;0;9,7;12,5;7,1;6,2;79;1017;0;2,5;24
16/6/2018;5,21;4,54;5,26;0;12,7;18,1;4;3,1;57;1015;8,1;2;24
17/6/2018;5,21;4,52;5,25;0;14;18,5;3,9;2,2;47;1015;7,9;2,3;24
18/6/2018;5,22;4,52;5,24;0;15,3;24,5;8,5;5,8;60;1012;8,1;2,5;25
19/6/2018;5,22;4,51;5,22;0;21,1;27,5;9,8;14,6;69;1007;7,7;3,2;25
20/6/2018;5,23;4,5;5,2;0;22,4;29;13,5;16,1;70;1005;8;3,1;25
21/6/2018;5,24;4,49;5,18;0;23,2;30;15;16,8;70;1004;NA;3,4;25
22/6/2018;5,24;4,48;5,16;0;21,4;30,5;16,7;17,3;77;1000;8;4;25
23/6/2018;NA;NA;NA;1,3;26,6;31;18,2;16,9;58;997;7,9;3,6;25
24/6/2018;5,25;4,4;5,1;0,2;12,9;21;12,5;11,4;91;1003;0;2,2;25
25/6/2018;5,25;4,38;5,08;0;13;15;12;11,5;91;1005;0;1,1;26
26/6/2018;5,25;4,39;5,08;0,9;14,9;17,5;10,6;14;94;1003;0;1,3;26
27/6/2018;5,26;4,38;5,04;2;21,2;27;13,1;17,9;83;1000;6,7;2,1;26
28/6/2018;5,26;4,36;5,02;0,3;21,7;25;16,4;15,9;70;1000;5,7;2,6;26
29/6/2018;5,26;4,32;5;22;22,1;29,5;18,6;17;76;1000;5;NA;26
30/6/2018;5,26;4,36;4,98;0;24,2;28,5;14,8;18,7;73;998;8,2;4,6;26
1/7/2018;5,26;4,35;4,98;0;24,6;30,5;19;18,6;71;993;6,2;4,1;26
2/7/2018;5,26;4,32;4,97;0,6;24,9;30;18,8;18;67;993;4,2;3,2;27
3/7/2018;5,27;4,31;4,95;27,3;14,6;15;14,1;13;95;998;0;NA;27
4/7/2018;5,27;4,34;4,93;0,3;15,4;18,5;14;14,1;92;998;0;0,5;27
5/7/2018;5,27;4,3;4,93;0;19;23,5;14,5;NA;NA;996;4,8;NA;27
6/7/2018;5,26;4,3;4,89;0;22,4;28,1;17,4;18,7;82;998;2,7;3,8;27
7/7/2018;5,29;4,31;4,85;2,5;17,9;21,5;17,6;15,7;87;NA;0;0,5;27
8/7/2018;5,29;4,26;4,83;7,8;10,4;16,5;10;9,2;92;1001;0;0,5;27
9/7/2018;5,29;4,25;4,82;0;11,5;14,5;10,8;8,3;81;1002;0;1,4;28
10/7/2018;5,29;4,23;4,8;0;11,9;17;6,4;6,8;73;1002;8,5;1,2;28
11/7/2018;5,29;4,22;4,79;0;13;19;4,6;9,2;81;1002;3,8;0,8;28
12/7/2018;5,3;4,2;4,77;0;16,8;22;8,6;10,8;71;996;3,7;2,1;28
13/7/2018;5,29;4,19;4,75;0;20,7;27,5;13,2;14;69;992;8,3;3,2;28
14/7/2018;5,29;4,16;4,73;0;26,4;30,5;13,4;16,3;55;NA;8,5;3;28
15/7/2018;5,29;4,15;4,71;0;28;32;20,2;17,4;54;997;7,7;3,4;28
16/7/2018;5,29;4,13;4,7;0;26;31,5;21,2;19,1;67;999;8,5;3,7;29
17/7/2018;5,29;4,1;4,67;0;25,6;32;20,3;18,6;69;999;7,5;3,1;29
18/7/2018;5,29;4,1;4,65;0;25,6;32,5;17,8;16,4;59;999;8,7;4,5;29
19/7/2018;5,29;4,08;4,63;0;27,9;33;19,2;16,5;51;1000;8,6;5,6;29
20/7/2018;5,28;4,04;4,6;10,1;18,3;24,5;12;8,7;90;997;0;2,1;29
21/7/2018;5,27;4,04;4,58;0;10,6;17;5;5;71;994;8,3;3,4;29
22/7/2018;5,27;4,03;4,55;0;16,1;20;6;10,2;70;991;0;1,2;29
23/7/2018;5,28;4,01;4,52;0;14,7;17,5;6,5;10,4;77;992;2;3;30
24/7/2018;5,28;4;4,49;0;10,9;12,6;9,5;8,7;87;995;0;1,5;30
25/7/2018;5,27;4;4,44;0;12,3;14,5;9,8;9,9;85;997;0;0,1;30
26/7/2018;5,26;3,98;4,42;0;14,2;19,5;11,4;10,4;80;995;5,2;2;30
27/7/2018;5,26;3,97;4,4;0;13,5;16;10;12,2;92;994;0;0,8;30
28/7/2018;5,25;3,96;4,37;0;16,2;23,5;12,5;12;78;993;5;2,5;30
29/7/2018;5,25;3,96;4,36;0;15,9;21;7;8,5;64;992;8,5;4,8;30
30/7/2018;5,25;3,94;4,33;0;16,8;23;7,3;9,1;64;991;8,5;3;31
31/7/2018;5,25;3,93;4,29;0;14,4;20,5;8,8;6,4;61;994;8,6;2,8;31
1/8/2018;5,25;3,92;4,27;0;15,1;22;6,4;6,9;61;1005;8,8;2,4;31
2/8/2018;5,24;3,92;4,26;0;13,9;18;8,2;10,3;79;1004;0;1,7;31
3/8/2018;5,23;3,91;4,28;0;16,2;21,5;9,6;10;69;1003;5,8;3,5;31
4/8/2018;5,23;3,89;4,3;0;13,8;18,5;10,4;9,3;75;1007;1,7;1,8;31
5/8/2018;5,24;3,88;4,32;0;13,5;20,5;9,1;7,5;70;1007;2,2;4,7;31
6/8/2018;5,24;3,87;4,32;0;16,9;25,5;6,4;10,1;67;1006;9,2;2,7;32
7/8/2018;5,25;3,86;4,28;0;21,6;27;9,8;14,7;66;999;8,8;2,1;32
8/8/2018;5,25;3,84;4,25;0,8;18,7;20,8;18,5;13,1;70;1006;0,8;2,5;32
9/8/2018;5,25;3,83;4,2;0;12,5;18,5;8,2;5,5;65;1010;7,6;2,3;32
10/8/2018;5,24;3,84;4,19;0;12,8;20;5;6,5;69;1008;9,2;2,3;32
11/8/2018;5,23;3,84;4,17;0;15,5;24,5;5,4;5,7;57;1007;9,2;3;32
12/8/2018;5,23;3,84;4,16;0;22,5;29,5;8;9,4;47;1003;9;4,4;32
13/8/2018;5,23;3,84;4,16;0;24,5;31,5;14,2;10,2;42;999;9,3;5;33
14/8/2018;5,22;3,84;4,16;3;17,7;22;16,2;13,3;78;1006;0;0;33
15/8/2018;5,21;3,84;4,14;0;15,2;22;13,5;12,7;85;1009;4;4;33
16/8/2018;5,2;3,84;4,13;0;20,3;26,8;11,8;13,4;69;1009;8,7;2,7;33
17/8/2018;NA;NA;NA;0;22,5;28,5;13,8;14,9;64;1007;8,2;3,9;33
18/8/2018;5,19;3,82;4,15;2;25,5;30,7;18,4;14,4;51;1002;9,3;3,5;33
19/8/2018;5,19;3,8;4,17;2;22,5;25;19,9;NA;90;1007;0;3,3;33
20/8/2018;5,19;3,79;4,13;0,8;9,5;10,7;8,2;4,7;76;1014;0;0,3;34
21/8/2018;5,16;3,79;4,14;3,3;8,1;9;7,5;7;92;1012;0;0,6;34
22/8/2018;5,16;3,82;4,14;0;11,5;15;4,8;7,8;78;1008;2,3;1,7;34
23/8/2018;5,15;3,81;4,1;0;21,7;28,2;9,4;15,6;70;995;7,7;3,7;34
24/8/2018;5,15;3,8;4,11;0;20,4;29;15,4;13,2;63;1002;4,6;4,8;34
25/8/2018;5,17;3,8;4,09;0;14,8;19,6;6,6;3;47;1013;9,5;2,6;34
26/8/2018;5,15;3,81;4,08;0;15,2;22;4,8;2,9;47;1013;9,3;3,9;34
27/8/2018;5,12;3,8;4,07;0;17,8;25;4;7,9;52;1006;9,3;3,7;35
28/8/2018;5,1;3,8;4,06;0;14;32,6;13,1;NA;NA;NA;9,5;NA;35
29/8/2018;5,1;3,8;4,04;0;29,2;35,5;22,9;NA;NA;NA;8,2;NA;35
30/8/2018;5,08;3,79;4,03;0;30,8;37;24,4;15,4;41;996;9;4,2;35
31/8/2018;5,07;3,77;4,02;0,7;19;30;17,8;NA;NA;NA;0;1,6;35
1/9/2018;5,07;3,76;4,02;38,5;13,4;15;11,8;11,1;95;1003;0;NA;35
2/9/2018;5,06;3,77;4,03;3,3;12,1;14;10;11,3;95;1005;0;0,1;35
3/9/2018;5,06;3,79;4,01;0,3;16,7;20;10;14,9;89;1007;3,5;1,5;36
4/9/2018;5,02;3,79;4;0;17,8;23;11,7;10,2;64;1007;9;2,5;36
5/9/2018;5,01;3,78;3,99;0;19;25,5;8,9;9,8;58;1005;9,8;4,1;36
6/9/2018;5;3,78;3,98;0;23;29;12,8;10,9;49;1003;10;5,8;36
7/9/2018;5;3,74;3,98;0;23,1;31;12,4;11,2;53;1004;NA;3,8;36
8/9/2018;4,98;3,74;3,97;0;25,5;32,5;13,8;10,8;43;1002;9,6;4;36
9/9/2018;4,96;3,73;3,97;0;25,8;31,8;14,2;12,7;47;1001;9,7;6,2;36
10/9/2018;4,94;3,73;3,96;0;23,9;29,7;14,2;14,9;60;1002;8,9;5;37
11/9/2018;4,94;3,73;3,95;0;25,1;31;15,5;15,4;57;1001;9;5;37
12/9/2018;4,92;3,72;3,93;1,7;25,4;30;19,2;16,9;61;999;4;3,5;37
13/9/2018;4,9;3,71;3,93;16,4;20,5;23;20,4;17,9;88;1000;0;NA;37
14/9/2018;4,9;3,72;3,92;0;21;25,5;18,4;17,8;83;999;5,3;3,5;37
15/9/2018;4,9;3,74;3,92;1,1;22,6;27,5;15;15,7;67;999;9,5;3,5;37
16/9/2018;4,9;3,73;3,91;52,8;18,2;21;17,8;17,2;94;999;0;NA;37
17/9/2018;4,87;3,81;3,9;0;19,9;25;17,2;15,9;80;998;7,7;4,7;38
18/9/2018;4,87;3,82;3,93;0;22,9;28,5;13,8;16,3;68;995;10;5,4;38
19/9/2018;4,86;3,83;3,95;14,2;28;34;18,5;20,1;63;994;9,3;NA;38
20/9/2018;4,86;3,86;3,94;0,3;23;26;19,8;18,8;78;999;1,2;2,3;38
21/9/2018;4,87;3,88;3,95;0;26,2;31;18,1;20,2;70;1005;8,7;5,1;38
22/9/2018;4,85;3,88;3,95;0;30,9;36;24;21,9;60;994;8,3;5;38
23/9/2018;4,85;3,86;3,97;0;31,5;37;27;22,3;59;993;10;5,8;38
24/9/2018;4,79;3,87;3,99;0,8;27,3;33,5;NA;19,8;65;996;8,5;5,8;39
25/9/2018;4,78;3,87;4;2,7;22,9;25;20,8;20,3;85;997;0,5;1,7;39
26/9/2018;4,77;3,9;4,05;55,4;21,5;23;21;20;91;996;0;NA;39
27/9/2018;4,77;3,96;4,2;0;22,1;26,5;19,5;21,2;95;998;4;2,2;39
28/9/2018;4,76;3,96;4,32;0;26,3;30,5;19,4;19,5;67;998;9,3;5,7;39
29/9/2018;4,75;3,97;4,42;6,3;29,7;33,7;22,4;21,4;62;992;10;6,6;39
30/9/2018;4,74;4;4,5;0;24,4;29;20;19,7;76;995;7;4;39
1/10/2018;4,7;4,04;4,57;14,8;26,7;34,5;23,2;21,7;70;995;9,5;NA;40
2/10/2018;4,65;4,06;4,6;10,6;18,5;24,5;17,1;16,7;97;999;0;0,4;40
3/10/2018;4,62;4,12;4,67;0;19,4;23;17;17,2;85;1002;0;2,4;40
4/10/2018;4,6;4,15;4,7;0;22;27,5;18,2;9,8;47;1006;6,2;5,2;40
5/10/2018;4,59;4,18;4,76;0;20,6;25,5;18,1;9,3;47;1005;7;6,7;40
6/10/2018;4,55;4,18;4,76;44,5;21,7;27,5;17,6;14;60;999;5,3;NA;40
7/10/2018;4,53;4,19;4,8;25,2;20,9;22;20;19,9;95;997;0;NA;40
8/10/2018;4,51;4,3;4,85;0,4;24;28,5;21;20,6;79;995;6,6;5;41
9/10/2018;4,48;4,35;4,88;38,5;26,7;32,5;21,9;22,1;70;993;6,9;NA;41
10/10/2018;4,47;4,35;4,93;30;22,5;26,5;20,6;20,9;92;1000;0;NA;41
11/10/2018;4,47;4,5;4,98;0;24,8;30;19,8;21,1;74;999;8,5;4,8;41
12/10/2018;4,47;4,55;5,02;39,4;24,8;32;23;21,3;75;996;7;NA;41
13/10/2018;4,47;4,64;5,02;0,2;18,7;21,7;18;16,8;91;1001;0;0,2;41
14/10/2018;4,42;4,74;5,02;0,8;18,7;20;18;17,5;93;1000;0;1,4;41
15/10/2018;4,35;4,82;5,16;0;20,1;27;17,4;16,1;74;998;10,5;5,7;42
16/10/2018;4,3;4,9;5,29;0;23,9;30,5;15,7;19,3;67;993;10;6,3;42
17/10/2018;4,25;4,94;5,36;0;28,6;33,5;24,3;22,9;67;991;7,8;7,4;42
18/10/2018;4,22;5,02;5,43;0,1;27,2;32,5;26;22,9;73;994;8;7,4;42
19/10/2018;4,18;5,1;5,52;0;24,2;29,5;21,1;18,9;69;1000;1,5;5,4;42
20/10/2018;4,1;5,14;5,56;0;25,7;31,5;19,6;19,6;64;999;10,3;6;42
21/10/2018;4,06;5,19;5,64;0;26,3;31,7;22;18,9;59;998;10,7;8,7;42
22/10/2018;4,02;5,23;5,71;4,7;26,1;31;22;17,5;55;997;6,7;5,4;43
23/10/2018;3,98;5,3;5,73;46,7;22;25,5;21;19,8;93;1000;0;NA;43
24/10/2018;3,95;5,41;5,82;2;22,8;25;20,4;21,9;92;997;0;1;43
25/10/2018;3,94;5,46;5,88;3,3;24,9;29;22;21,9;80;998;2,7;0,8;43
26/10/2018;3,92;5,52;5,9;0,5;24,3;30,5;23;21,3;80;996;6;5,5;43
27/10/2018;3,91;5,56;5,93;0;21,4;26,7;18;14,6;62;1000;10,7;6,7;43
28/10/2018;3,91;5,61;5,9;0;22,4;29,5;15;14,1;54;1000;11;8,4;43
29/10/2018;3,91;5,61;5,95;0;24,1;31;18,4;14,7;51;997;11,3;6,2;44
30/10/2018;3,92;5,62;6,01;0;28,4;34,5;20,2;23,2;66;994;10,6;NA;44
31/10/2018;3,93;5,61;6,07;27,9;31,3;35;27,5;21,7;70;996;3,6;NA;44
1/11/2018;3,93;5,67;6,17;0;23;25;20;19,9;83;999;0,3;2,1;44
2/11/2018;3,91;5,71;6,24;0;25,7;30;21,8;22,2;82;994;5,2;2,5;44
3/11/2018;3,91;5,74;6,36;72,6;28,6;33,4;23,8;21,7;88;993;4,6;NA;44
4/11/2018;3,9;5,85;6,5;0;27;31,5;18,9;21,4;73;996;9,8;6,4;44
5/11/2018;3,86;5,87;6,59;0;29,3;33,5;21,4;22,5;68;997;8,8;6,7;45
6/11/2018;3,84;5,9;6,67;0;26,9;29,5;23,8;21,2;71;1000;0;4,8;45
7/11/2018;3,83;5,93;6,73;0;27,1;32;21,6;21,5;72;1002;10,8;6,7;45
8/11/2018;3,8;5,95;6,79;0;28,1;31,5;21;19,9;62;1000;11,3;7,8;45
9/11/2018;3,78;5,98;6,84;0;27,4;31;22;19,1;61;998;9;6,8;45
10/11/2018;3,77;5,98;6,9;0;28,5;32,1;21,4;21;65;993;11,3;7,3;45
11/11/2018;3,77;5,98;6,94;0;30,7;35;23,2;22,9;64;993;11,3;9,2;45
12/11/2018;3,77;5,98;6,96;0;32,2;36;26,4;23,6;61;992;9,8;8,5;46
13/11/2018;3,76;5,97;7,05;110,7;34,1;36,6;28,4;23,2;54;992;8,3;NA;46
14/11/2018;3,71;6;7,08;0;23,3;27,5;20,9;17,5;71;998;7;6;46
15/11/2018;3,67;6;7,15;0;25,4;30,5;16,5;15,5;56;998;11,2;6,6;46
16/11/2018;3,6;6;7,2;0;28,7;34;19,8;21,3;65;997;5,5;5,1;46
17/11/2018;3,6;5,99;7,3;56;30,4;34,5;24,6;22,7;64;994;11,5;NA;46
18/11/2018;3,55;5,98;7,33;8,3;21,2;28,8;19,9;19;88;1001;0;6,5;46
19/11/2018;3,55;6,02;7,35;0;23,8;28,5;17,2;13,6;54;1002;11,5;7,8;47
20/11/2018;3,55;6;7,4;0;27,3;31,5;15,8;18,4;60;1001;11,2;6,5;47
21/11/2018;3,55;6;7,4;0;27,9;32;20,2;20,2;64;999;11;8,3;47
22/11/2018;3,5;5,99;7,42;44,1;29,5;33,5;21,2;22;65;993;8,5;NA;47
23/11/2018;3,42;6;7,46;12,1;25,5;28,5;22,4;21,5;92;991;0;NA;47
24/11/2018;3,42;6;7,52;0;23,8;27,5;20,6;18,6;74;999;8,7;2,9;47
25/11/2018;3,53;5,98;7,54;0;26,2;31;19,2;20,4;71;1000;11,2;9,6;47
26/11/2018;3,57;5,99;7,54;0;29,2;33,5;20;19,9;58;998;10,7;7,9;48
27/11/2018;3,61;6;7,56;24,1;29,9;33;25,4;22,4;65;997;8;8,7;48
28/11/2018;3,66;6;7,66;0;24,5;28,5;21,8;22,8;91;999;0;3,2;48
29/11/2018;3,66;5,99;7,66;0;27,3;30,5;22,8;22,4;75;996;4,7;4,7;48
30/11/2018;3,68;5,99;7,66;0;27;30,5;23,5;21,1;71;994;7;6,2;48
1/12/2018;3,69;5,97;7,65;0;26,6;30;20,4;16,6;55;998;11;9,2;48
2/12/2018;3,7;5,97;7,65;0;21,4;24,5;18,2;12,3;56;1002;11,5;10,4;48
3/12/2018;3,7;5,97;7,63;0;21,2;27,5;15,1;12,3;57;1000;11,2;NA;49
4/12/2018;3,72;5,94;7,61;0;23,7;31;15,5;13,5;54;996;11,5;NA;49
5/12/2018;3,73;5,93;7,6;0;28,7;33,5;17,6;15,2;45;998;11,2;7,9;49
6/12/2018;3,73;5,93;7,6;0;29,2;34;19;15,4;45;1002;9,7;7,7;49
7/12/2018;3,7;5,92;7,64;0;22,5;27,5;18,9;13,2;56;1007;11;6;49
8/12/2018;3,67;5,91;7,65;0;23;31;15;NA;NA;NA;11,7;6,5;49
9/12/2018;3,66;5,9;7,65;0;24,9;32,8;17;NA;NA;NA;NA;7,5;49
10/12/2018;3,62;5,87;7,65;0;30,6;37;24;18,6;50;1000;8,2;8;50
11/12/2018;3,59;5,85;7,64;0;32,1;37,5;24,2;22,3;56;998;11,3;10;50
12/12/2018;3,56;5,83;7,62;42,5;26,9;35,5;24,8;21,7;76;998;2,8;NA;50
13/12/2018;3,52;5,82;7,63;0;28,5;35,5;21,7;22;68;995;10,8;8,7;50
14/12/2018;3,49;5,78;7,63;0;29,8;36;26,8;23,4;69;997;11,5;8,9;50
15/12/2018;3,47;5,74;7,6;0;29;31;26,9;NA;NA;NA;NA;6,5;50
16/12/2018;3,44;5,69;7,6;0;29,6;36,5;22,6;NA;NA;NA;11,8;7,8;50
17/12/2018;3,38;5,64;7,57;0;32,6;37;26,1;23,1;58;998;9,5;9,4;51
18/12/2018;3,32;5,57;7,54;0;30,7;35,7;26,8;23,6;66;999;10,2;7,9;51
19/12/2018;3,29;5,5;7,5;0;32,7;37,4;26,2;22,2;56;996;10;8,9;51
20/12/2018;3,24;5,42;7,45;0;33;37;26,2;21,4;51;995;11;9,7;51
21/12/2018;3,2;5,35;7,4;4,9;29,1;32;27,8;23,2;72;995;5,2;3,3;51
22/12/2018;3,15;5,26;7,37;0,3;26,2;29;23,4;NA;NA;NA;NA;2,5;51
23/12/2018;3,1;5,2;7,33;0;28,8;33;24,5;NA;NA;NA;9,8;7;51
24/12/2018;3,09;5,12;7,28;4,3;28,3;34;22,5;NA;NA;NA;NA;2,3;52
25/12/2018;3,07;5,02;7,23;0;29,5;35;23,9;NA;NA;NA;11,5;5,3;52
26/12/2018;3,05;4,92;7,15;0;30,5;35,4;25;22,6;64;995;7;6,5;52
27/12/2018;3,02;4,83;7,1;0;32,4;37;24,2;24,3;64;992;11,4;10,5;52
28/12/2018;3;4,71;7,04;21,8;31,3;35,7;26,8;22,8;82;994;5,9;6,3;52
29/12/2018;2,98;4,65;6,98;0;29,5;35,6;23,4;NA;NA;NA;NA;3;52
30/12/2018;2,97;4,53;6,85;3,4;30,1;35;25,2;NA;NA;NA;8,2;5,2;52
31/12/2018;2,96;4,45;6,75;0;29;32,5;25,5;NA;NA;NA;NA;3,2;52
